feature,max_abs_diff,mean_abs_diff,max_val
w103_110,4.951594689828198e-12,1.871102291173553e-12,8.18055555556
w103_111,4.951150600618348e-12,1.9036797959916456e-12,8.90782828283
w103_112,4.950706511408498e-12,1.2624918535889772e-12,4.404040404040403
w103_120,4.950262422198648e-12,2.0100564035979743e-12,7.742424242424243
w103_121,4.950706511408498e-12,1.2624967910894768e-12,4.404040404040403
w103_122,4.951150600618348e-12,1.3930249676976567e-12,5.09974747475
w103_200,4.950706511408498e-12,1.9080838616301423e-12,7.76388888889
w103_201,4.950262422198648e-12,2.010056069576093e-12,7.742424242424243
w103_202,4.951594689828198e-12,1.9940510316359593e-12,8.328282828282829
w103_210,4.950262422198648e-12,2.0100617714938817e-12,7.742424242424243
w103_211,4.950928556013423e-12,1.2624919470877252e-12,4.404040404040403
w103_212,4.951150600618348e-12,1.3930229860170192e-12,5.09974747475
w103_220,4.951594689828198e-12,1.9940409507460628e-12,8.328282828282829
w103_221,4.951150600618348e-12,1.3930292694614278e-12,5.09974747475
w103_222,4.951594689828198e-12,1.6016516049915492e-12,8.51388888889
w104_EVal0,4.984102019989223e-11,1.0543375516082097e-11,26.677946537
w104_EVal1,4.990852175978944e-11,1.9074451894517272e-11,31.18955117290244
w104_EVal2,4.9958259751292644e-11,2.481657556220217e-11,40.940059165513254
w104_EVal3,5.0185633426735876e-11,2.5012089481510207e-11,48.32825770052879
w104_EVal4,4.9968917892329046e-11,2.3974734655453314e-11,55.1364949452
w104_EVal5,4.938840447721304e-10,3.478077085598367e-11,140.53934314615222
msm_ql_0,4.440892098500626e-16,4.7520909766152535e-17,1.0000000000000002
msm_ql_1,5.328841181480373e-16,1.2657228736639873e-16,5.6770598933e-16
msm_ql_2,4.99184027447086e-13,2.5465278034412603e-13,0.4770499208082884
msm_ql_3,4.996836278081673e-13,1.9256030289513925e-13,0.229918220967
msm_ql_4,4.980044154834218e-13,1.5084226656748589e-13,0.2427577535163224
msm_ql_5,4.983929935420406e-13,1.1616090822816086e-13,0.1783800585540148
msm_ql_6,5.013212067694894e-13,2.487651639115794e-13,0.37546465634323
msm_ql_7,4.986011603591578e-13,5.949672879438519e-14,0.154706659149419
msm_ql_8,5.035416528187397e-13,2.556602867120221e-13,0.5795746435723788
msm_wl_0,7.771561172376096e-16,4.598594232680335e-16,1.0
msm_wl_1,2.5011431435700003e-22,5.775524539736049e-23,2.5011431435700003e-22
msm_wl_2,4.999056724130924e-13,2.0981110499016386e-13,0.2857497130202919
msm_wl_3,3.72205408649e-07,1.4815015921420445e-07,3.72205408649e-07
msm_wl_4,4.690969834797443e-13,2.592096043191692e-14,0.1224553271792825
msm_wl_5,2.63888903472e-07,9.567901527253326e-08,2.63888903472e-07
msm_wl_6,4.985040158445031e-13,5.515922030122274e-14,0.161236193825
msm_wl_7,3.35458762084e-07,1.3556750878554286e-07,3.35458762084e-07
msm_wl_8,5.02098362886727e-13,2.506893226956248e-13,0.220465988603
